Text,Location,Source,Timestamp,Category,pre_reason,cluster,final_category,is_wrong,error_reason,predicted_category,correct
"Cold wave with very low temperatures in Warangal, Telangana.","Warangal, Telangana",The Hindu,2025-03-07T21:25:41Z,COLD_WAVE,Indicates cold wave conditions,2,COLD_WAVE,False,Correctly clustered,COLD_WAVE,True
"Extreme heatwave conditions observed in Kolkata, West Bengal.","Kolkata, West Bengal",Twitter,2024-11-24T06:41:55Z,HEATWAVE,Indicates extreme heat conditions,2,COLD_WAVE,True,Heatwave grouped with drought due to temperature relation,COLD_WAVE,False
"Cold wave with very low temperatures in Katpadi, Vellore.","Katpadi, Vellore",The Hindu,2024-07-08T18:44:18Z,COLD_WAVE,Indicates cold wave conditions,2,COLD_WAVE,False,Correctly clustered,COLD_WAVE,True
"Heavy rainfall has caused flooding in Warangal, Telangana.","Warangal, Telangana",District Collector Office,2024-03-19T20:37:57Z,FLOODS,Indicates rainfall or water overflow event,3,LANDSLIDE,True,Rain-related event grouped with other weather events due to semantic similarity,LANDSLIDE,False
"Landslides triggered due to rainfall in Katpadi, Vellore.","Katpadi, Vellore",Weather Dept,2023-05-17T18:48:07Z,LANDSLIDE,Indicates rainfall or water overflow event,3,LANDSLIDE,False,Correctly clustered,LANDSLIDE,True
"Multiple climate events including landslide affecting Kolkata, West Bengal with severe impact.","Kolkata, West Bengal",Local News,2024-04-21T13:47:19Z,LANDSLIDE,Indicates land movement,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Extreme heatwave conditions observed in Bengaluru, Karnataka.","Bengaluru, Karnataka",The Hindu,2024-02-02T18:54:35Z,HEATWAVE,Indicates extreme heat conditions,2,COLD_WAVE,True,Heatwave grouped with drought due to temperature relation,COLD_WAVE,False
"Air quality dropped to hazardous levels in Coimbatore, Tamil Nadu.","Coimbatore, Tamil Nadu",Twitter,2023-09-21T07:45:20Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Wildfire spreading rapidly in Guwahati, Assam.","Guwahati, Assam",IMD Bulletin,2025-11-29T05:40:02Z,WILDFIRE,Indicates wildfire spreading,8,WILDFIRE,False,Correctly clustered,WILDFIRE,True
"Cyclone causing strong winds and rain in Anantapur, Andhra Pradesh.","Anantapur, Andhra Pradesh",District Collector Office,2025-01-03T22:47:06Z,CYCLONE,Indicates rainfall or water overflow event,6,CYCLONE,False,Correctly clustered,CYCLONE,True
"Air quality dropped to hazardous levels in Mumbai, Maharashtra.","Mumbai, Maharashtra",District Collector Office,2024-10-20T17:06:51Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Multiple climate events including cyclone affecting Kolkata, West Bengal with severe impact.","Kolkata, West Bengal",The Hindu,2024-02-13T16:35:28Z,CYCLONE,General climate event,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Thunderstorm with lightning strikes in Visakhapatnam, Andhra Pradesh.","Visakhapatnam, Andhra Pradesh",IMD Bulletin,2023-10-30T08:27:52Z,THUNDERSTORM,Indicates thunderstorm activity,6,CYCLONE,True,Thunderstorm confused with cyclone/storm due to similar features,CYCLONE,False
"Cold wave with very low temperatures in Guwahati, Assam.","Guwahati, Assam",The Hindu,2024-01-29T09:37:04Z,COLD_WAVE,Indicates cold wave conditions,2,COLD_WAVE,False,Correctly clustered,COLD_WAVE,True
"Multiple climate events including hailstorm affecting Warangal, Telangana with severe impact.","Warangal, Telangana",NDTV News,2024-12-07T14:09:10Z,HAILSTORM,Mentions hailstorm with ice particles,0,THUNDERSTORM,True,Semantic overlap between categories caused misclassification,THUNDERSTORM,False
"Cyclone causing strong winds and rain in Warangal, Telangana.","Warangal, Telangana",The Hindu,2024-04-18T19:01:52Z,CYCLONE,Indicates rainfall or water overflow event,6,CYCLONE,False,Correctly clustered,CYCLONE,True
"Heavy rainfall has caused flooding in Pune, Maharashtra.","Pune, Maharashtra",Local News,2024-07-27T12:52:54Z,FLOODS,Indicates rainfall or water overflow event,3,LANDSLIDE,True,Rain-related event grouped with other weather events due to semantic similarity,LANDSLIDE,False
"Hailstorm damaging crops and vehicles in Katpadi, Vellore.","Katpadi, Vellore",District Collector Office,2023-03-15T02:11:06Z,HAILSTORM,Mentions hailstorm with ice particles,1,HAILSTORM,False,Correctly clustered,HAILSTORM,True
"Hailstorm damaging crops and vehicles in Hyderabad, Telangana.","Hyderabad, Telangana",Twitter,2023-09-28T07:13:57Z,HAILSTORM,Mentions hailstorm with ice particles,1,HAILSTORM,False,Correctly clustered,HAILSTORM,True
"Landslides triggered due to rainfall in Chennai, Tamil Nadu.","Chennai, Tamil Nadu",Local News,2023-10-22T13:13:54Z,LANDSLIDE,Indicates rainfall or water overflow event,3,LANDSLIDE,False,Correctly clustered,LANDSLIDE,True
"Cyclone causing strong winds and rain in Vijayawada, Andhra Pradesh.","Vijayawada, Andhra Pradesh",Weather Dept,2025-08-11T20:40:19Z,CYCLONE,Indicates rainfall or water overflow event,6,CYCLONE,False,Correctly clustered,CYCLONE,True
"Air quality dropped to hazardous levels in Coimbatore, Tamil Nadu.","Coimbatore, Tamil Nadu",NDTV News,2023-09-18T07:23:25Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Severe drought affecting water supply in Madurai, Tamil Nadu.","Madurai, Tamil Nadu",IMD Bulletin,2025-01-07T14:14:19Z,DROUGHT,Indicates water scarcity,5,DROUGHT,False,Correctly clustered,DROUGHT,True
"Extreme heatwave conditions observed in Pune, Maharashtra.","Pune, Maharashtra",Local News,2024-01-29T16:45:32Z,HEATWAVE,Indicates extreme heat conditions,2,COLD_WAVE,True,Heatwave grouped with drought due to temperature relation,COLD_WAVE,False
"Cold wave with very low temperatures in Tirunelveli, Tamil Nadu.","Tirunelveli, Tamil Nadu",Weather Dept,2024-05-12T10:47:19Z,COLD_WAVE,Indicates cold wave conditions,2,COLD_WAVE,False,Correctly clustered,COLD_WAVE,True
"Severe drought affecting water supply in Coimbatore, Tamil Nadu.","Coimbatore, Tamil Nadu",Weather Dept,2024-02-12T03:24:54Z,DROUGHT,Indicates water scarcity,5,DROUGHT,False,Correctly clustered,DROUGHT,True
"Cyclone causing strong winds and rain in Mysuru, Karnataka.","Mysuru, Karnataka",NDTV News,2024-06-09T13:32:41Z,CYCLONE,Indicates rainfall or water overflow event,6,CYCLONE,False,Correctly clustered,CYCLONE,True
"Severe drought affecting water supply in Delhi, NCR.","Delhi, NCR",IMD Bulletin,2023-03-17T14:48:29Z,DROUGHT,Indicates water scarcity,5,DROUGHT,False,Correctly clustered,DROUGHT,True
"Wildfire spreading rapidly in Munnar, Kerala.","Munnar, Kerala",District Collector Office,2025-07-02T08:40:24Z,WILDFIRE,Indicates wildfire spreading,8,WILDFIRE,False,Correctly clustered,WILDFIRE,True
"Multiple climate events including floods affecting Jaipur, Rajasthan with severe impact.","Jaipur, Rajasthan",NDTV News,2023-09-25T22:31:26Z,FLOODS,Indicates rainfall or water overflow event,9,FLOODS,False,Correctly clustered,FLOODS,True
"Thunderstorm with lightning strikes in Katpadi, Vellore.","Katpadi, Vellore",Twitter,2025-07-05T13:29:08Z,THUNDERSTORM,Indicates thunderstorm activity,6,CYCLONE,True,Thunderstorm confused with cyclone/storm due to similar features,CYCLONE,False
"Thunderstorm with lightning strikes in Kolkata, West Bengal.","Kolkata, West Bengal",District Collector Office,2023-02-07T07:44:09Z,THUNDERSTORM,Indicates thunderstorm activity,6,CYCLONE,True,Thunderstorm confused with cyclone/storm due to similar features,CYCLONE,False
"Multiple climate events including heatwave affecting Kochi, Kerala with severe impact.","Kochi, Kerala",Weather Dept,2023-04-23T13:24:22Z,HEATWAVE,Indicates extreme heat conditions,9,FLOODS,True,Heatwave grouped with drought due to temperature relation,FLOODS,False
"Multiple climate events including air_pollution affecting Delhi, NCR with severe impact.","Delhi, NCR",District Collector Office,2025-07-10T05:57:31Z,AIR_POLLUTION,Indicates air pollution,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Multiple climate events including wildfire affecting Mumbai, Maharashtra with severe impact.","Mumbai, Maharashtra",Twitter,2023-11-06T17:55:30Z,WILDFIRE,Indicates wildfire spreading,9,FLOODS,True,Wildfire grouped with heat-related events,FLOODS,False
"Cold wave with very low temperatures in Tirunelveli, Tamil Nadu.","Tirunelveli, Tamil Nadu",The Hindu,2025-10-17T23:55:24Z,COLD_WAVE,Indicates cold wave conditions,2,COLD_WAVE,False,Correctly clustered,COLD_WAVE,True
"Hailstorm damaging crops and vehicles in Warangal, Telangana.","Warangal, Telangana",Weather Dept,2023-10-18T15:28:20Z,HAILSTORM,Mentions hailstorm with ice particles,1,HAILSTORM,False,Correctly clustered,HAILSTORM,True
"Multiple climate events including air_pollution affecting Anantapur, Andhra Pradesh with severe impact.","Anantapur, Andhra Pradesh",Weather Dept,2025-10-06T12:28:56Z,AIR_POLLUTION,Indicates air pollution,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Thunderstorm with lightning strikes in Mysuru, Karnataka.","Mysuru, Karnataka",IMD Bulletin,2025-12-25T17:42:54Z,THUNDERSTORM,Indicates thunderstorm activity,6,CYCLONE,True,Thunderstorm confused with cyclone/storm due to similar features,CYCLONE,False
"Cyclone causing strong winds and rain in Mysuru, Karnataka.","Mysuru, Karnataka",Local News,2025-12-21T01:56:50Z,CYCLONE,Indicates rainfall or water overflow event,6,CYCLONE,False,Correctly clustered,CYCLONE,True
"Air quality dropped to hazardous levels in Warangal, Telangana.","Warangal, Telangana",Local News,2024-03-24T09:50:46Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Cold wave with very low temperatures in Mysuru, Karnataka.","Mysuru, Karnataka",Local News,2023-04-01T22:19:17Z,COLD_WAVE,Indicates cold wave conditions,2,COLD_WAVE,False,Correctly clustered,COLD_WAVE,True
"Wildfire spreading rapidly in Munnar, Kerala.","Munnar, Kerala",Twitter,2025-04-27T11:42:43Z,WILDFIRE,Indicates wildfire spreading,8,WILDFIRE,False,Correctly clustered,WILDFIRE,True
"Landslides triggered due to rainfall in Kolkata, West Bengal.","Kolkata, West Bengal",IMD Bulletin,2024-01-06T17:07:44Z,LANDSLIDE,Indicates rainfall or water overflow event,3,LANDSLIDE,False,Correctly clustered,LANDSLIDE,True
"Multiple climate events including landslide affecting Bengaluru, Karnataka with severe impact.","Bengaluru, Karnataka",Twitter,2023-10-05T19:44:05Z,LANDSLIDE,Indicates land movement,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Severe drought affecting water supply in Chennai, Tamil Nadu.","Chennai, Tamil Nadu",Twitter,2023-05-16T04:14:11Z,DROUGHT,Indicates water scarcity,5,DROUGHT,False,Correctly clustered,DROUGHT,True
"Air quality dropped to hazardous levels in Tirunelveli, Tamil Nadu.","Tirunelveli, Tamil Nadu",Local News,2025-07-20T18:03:15Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Landslides triggered due to rainfall in Guwahati, Assam.","Guwahati, Assam",District Collector Office,2024-01-25T13:23:15Z,LANDSLIDE,Indicates rainfall or water overflow event,3,LANDSLIDE,False,Correctly clustered,LANDSLIDE,True
"Thunderstorm with lightning strikes in Kochi, Kerala.","Kochi, Kerala",Weather Dept,2023-04-27T11:10:29Z,THUNDERSTORM,Indicates thunderstorm activity,6,CYCLONE,True,Thunderstorm confused with cyclone/storm due to similar features,CYCLONE,False
"Multiple climate events including landslide affecting Warangal, Telangana with severe impact.","Warangal, Telangana",Weather Dept,2025-04-17T01:56:19Z,LANDSLIDE,Indicates land movement,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Heavy rainfall has caused flooding in Bengaluru, Karnataka.","Bengaluru, Karnataka",NDTV News,2024-09-20T23:36:49Z,FLOODS,Indicates rainfall or water overflow event,3,LANDSLIDE,True,Rain-related event grouped with other weather events due to semantic similarity,LANDSLIDE,False
"Cold wave with very low temperatures in Hyderabad, Telangana.","Hyderabad, Telangana",Weather Dept,2025-05-26T03:35:35Z,COLD_WAVE,Indicates cold wave conditions,2,COLD_WAVE,False,Correctly clustered,COLD_WAVE,True
"Thunderstorm with lightning strikes in Bengaluru, Karnataka.","Bengaluru, Karnataka",District Collector Office,2025-12-22T05:33:10Z,THUNDERSTORM,Indicates thunderstorm activity,6,CYCLONE,True,Thunderstorm confused with cyclone/storm due to similar features,CYCLONE,False
"Multiple climate events including wildfire affecting Kochi, Kerala with severe impact.","Kochi, Kerala",Weather Dept,2024-04-27T22:09:31Z,WILDFIRE,Indicates wildfire spreading,9,FLOODS,True,Wildfire grouped with heat-related events,FLOODS,False
"Hailstorm damaging crops and vehicles in Munnar, Kerala.","Munnar, Kerala",Local News,2024-02-28T14:56:30Z,HAILSTORM,Mentions hailstorm with ice particles,1,HAILSTORM,False,Correctly clustered,HAILSTORM,True
"Air quality dropped to hazardous levels in Madurai, Tamil Nadu.","Madurai, Tamil Nadu",IMD Bulletin,2025-05-22T17:02:07Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Extreme heatwave conditions observed in Visakhapatnam, Andhra Pradesh.","Visakhapatnam, Andhra Pradesh",Twitter,2025-09-18T17:30:54Z,HEATWAVE,Indicates extreme heat conditions,2,COLD_WAVE,True,Heatwave grouped with drought due to temperature relation,COLD_WAVE,False
"Thunderstorm with lightning strikes in Coimbatore, Tamil Nadu.","Coimbatore, Tamil Nadu",NDTV News,2025-03-19T08:41:20Z,THUNDERSTORM,Indicates thunderstorm activity,6,CYCLONE,True,Thunderstorm confused with cyclone/storm due to similar features,CYCLONE,False
"Landslides triggered due to rainfall in Kochi, Kerala.","Kochi, Kerala",District Collector Office,2023-12-23T04:08:24Z,LANDSLIDE,Indicates rainfall or water overflow event,3,LANDSLIDE,False,Correctly clustered,LANDSLIDE,True
"Multiple climate events including hailstorm affecting Anantapur, Andhra Pradesh with severe impact.","Anantapur, Andhra Pradesh",NDTV News,2023-09-11T11:35:44Z,HAILSTORM,Mentions hailstorm with ice particles,0,THUNDERSTORM,True,Semantic overlap between categories caused misclassification,THUNDERSTORM,False
"Extreme heatwave conditions observed in Mysuru, Karnataka.","Mysuru, Karnataka",NDTV News,2023-01-09T12:53:19Z,HEATWAVE,Indicates extreme heat conditions,2,COLD_WAVE,True,Heatwave grouped with drought due to temperature relation,COLD_WAVE,False
"Air quality dropped to hazardous levels in Kochi, Kerala.","Kochi, Kerala",Twitter,2023-12-12T06:07:39Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Cyclone causing strong winds and rain in Madurai, Tamil Nadu.","Madurai, Tamil Nadu",Twitter,2024-06-24T07:50:30Z,CYCLONE,Indicates rainfall or water overflow event,6,CYCLONE,False,Correctly clustered,CYCLONE,True
"Air quality dropped to hazardous levels in Anantapur, Andhra Pradesh.","Anantapur, Andhra Pradesh",IMD Bulletin,2025-06-17T16:33:55Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Severe drought affecting water supply in Visakhapatnam, Andhra Pradesh.","Visakhapatnam, Andhra Pradesh",IMD Bulletin,2025-02-04T16:11:36Z,DROUGHT,Indicates water scarcity,5,DROUGHT,False,Correctly clustered,DROUGHT,True
"Severe drought affecting water supply in Katpadi, Vellore.","Katpadi, Vellore",NDTV News,2024-02-13T22:07:11Z,DROUGHT,Indicates water scarcity,5,DROUGHT,False,Correctly clustered,DROUGHT,True
"Multiple climate events including heatwave affecting Munnar, Kerala with severe impact.","Munnar, Kerala",Twitter,2024-04-15T05:57:21Z,HEATWAVE,Indicates extreme heat conditions,9,FLOODS,True,Heatwave grouped with drought due to temperature relation,FLOODS,False
"Heavy rainfall has caused flooding in Anantapur, Andhra Pradesh.","Anantapur, Andhra Pradesh",IMD Bulletin,2023-12-07T04:29:59Z,FLOODS,Indicates rainfall or water overflow event,3,LANDSLIDE,True,Rain-related event grouped with other weather events due to semantic similarity,LANDSLIDE,False
"Landslides triggered due to rainfall in Vijayawada, Andhra Pradesh.","Vijayawada, Andhra Pradesh",Weather Dept,2024-03-23T10:04:00Z,LANDSLIDE,Indicates rainfall or water overflow event,3,LANDSLIDE,False,Correctly clustered,LANDSLIDE,True
"Wildfire spreading rapidly in Coimbatore, Tamil Nadu.","Coimbatore, Tamil Nadu",Weather Dept,2025-01-21T15:52:01Z,WILDFIRE,Indicates wildfire spreading,8,WILDFIRE,False,Correctly clustered,WILDFIRE,True
"Multiple climate events including air_pollution affecting Bengaluru, Karnataka with severe impact.","Bengaluru, Karnataka",Twitter,2024-10-05T08:17:53Z,AIR_POLLUTION,Indicates air pollution,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Heavy rainfall has caused flooding in Pune, Maharashtra.","Pune, Maharashtra",NDTV News,2024-09-18T01:33:29Z,FLOODS,Indicates rainfall or water overflow event,3,LANDSLIDE,True,Rain-related event grouped with other weather events due to semantic similarity,LANDSLIDE,False
"Hailstorm damaging crops and vehicles in Coimbatore, Tamil Nadu.","Coimbatore, Tamil Nadu",IMD Bulletin,2023-03-27T15:26:20Z,HAILSTORM,Mentions hailstorm with ice particles,1,HAILSTORM,False,Correctly clustered,HAILSTORM,True
"Extreme heatwave conditions observed in Bengaluru, Karnataka.","Bengaluru, Karnataka",Local News,2024-06-11T22:58:08Z,HEATWAVE,Indicates extreme heat conditions,2,COLD_WAVE,True,Heatwave grouped with drought due to temperature relation,COLD_WAVE,False
"Thunderstorm with lightning strikes in Bengaluru, Karnataka.","Bengaluru, Karnataka",Local News,2023-02-20T15:02:24Z,THUNDERSTORM,Indicates thunderstorm activity,6,CYCLONE,True,Thunderstorm confused with cyclone/storm due to similar features,CYCLONE,False
"Cyclone causing strong winds and rain in Warangal, Telangana.","Warangal, Telangana",NDTV News,2023-06-23T03:02:54Z,CYCLONE,Indicates rainfall or water overflow event,6,CYCLONE,False,Correctly clustered,CYCLONE,True
"Heavy rainfall has caused flooding in Coimbatore, Tamil Nadu.","Coimbatore, Tamil Nadu",IMD Bulletin,2023-12-14T02:27:52Z,FLOODS,Indicates rainfall or water overflow event,3,LANDSLIDE,True,Rain-related event grouped with other weather events due to semantic similarity,LANDSLIDE,False
"Wildfire spreading rapidly in Pune, Maharashtra.","Pune, Maharashtra",Twitter,2025-07-14T23:11:23Z,WILDFIRE,Indicates wildfire spreading,7,WILDFIRE,False,Correctly clustered,WILDFIRE,True
"Multiple climate events including cold_wave affecting Coimbatore, Tamil Nadu with severe impact.","Coimbatore, Tamil Nadu",Local News,2023-01-12T10:33:24Z,COLD_WAVE,Indicates cold wave conditions,9,FLOODS,True,Cold wave merged into general extreme weather cluster,FLOODS,False
"Air quality dropped to hazardous levels in Katpadi, Vellore.","Katpadi, Vellore",Twitter,2023-03-05T14:16:44Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Cold wave with very low temperatures in Tirunelveli, Tamil Nadu.","Tirunelveli, Tamil Nadu",NDTV News,2024-06-27T23:28:26Z,COLD_WAVE,Indicates cold wave conditions,2,COLD_WAVE,False,Correctly clustered,COLD_WAVE,True
"Multiple climate events including drought affecting Guwahati, Assam with severe impact.","Guwahati, Assam",Local News,2025-09-15T02:04:07Z,DROUGHT,Indicates water scarcity,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Landslides triggered due to rainfall in Pune, Maharashtra.","Pune, Maharashtra",Twitter,2023-10-17T06:48:45Z,LANDSLIDE,Indicates rainfall or water overflow event,3,LANDSLIDE,False,Correctly clustered,LANDSLIDE,True
"Thunderstorm with lightning strikes in Anantapur, Andhra Pradesh.","Anantapur, Andhra Pradesh",District Collector Office,2024-04-23T04:06:26Z,THUNDERSTORM,Indicates thunderstorm activity,6,CYCLONE,True,Thunderstorm confused with cyclone/storm due to similar features,CYCLONE,False
"Cyclone causing strong winds and rain in Anantapur, Andhra Pradesh.","Anantapur, Andhra Pradesh",Twitter,2024-03-10T10:37:06Z,CYCLONE,Indicates rainfall or water overflow event,6,CYCLONE,False,Correctly clustered,CYCLONE,True
"Air quality dropped to hazardous levels in Munnar, Kerala.","Munnar, Kerala",NDTV News,2024-04-28T02:44:28Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Cyclone causing strong winds and rain in Madurai, Tamil Nadu.","Madurai, Tamil Nadu",Local News,2024-05-09T12:02:07Z,CYCLONE,Indicates rainfall or water overflow event,6,CYCLONE,False,Correctly clustered,CYCLONE,True
"Extreme heatwave conditions observed in Warangal, Telangana.","Warangal, Telangana",Weather Dept,2025-02-22T18:20:18Z,HEATWAVE,Indicates extreme heat conditions,2,COLD_WAVE,True,Heatwave grouped with drought due to temperature relation,COLD_WAVE,False
"Multiple climate events including thunderstorm affecting Guwahati, Assam with severe impact.","Guwahati, Assam",District Collector Office,2024-01-14T09:04:38Z,THUNDERSTORM,Indicates thunderstorm activity,0,THUNDERSTORM,False,Correctly clustered,THUNDERSTORM,True
"Thunderstorm with lightning strikes in Katpadi, Vellore.","Katpadi, Vellore",NDTV News,2024-04-11T21:11:36Z,THUNDERSTORM,Indicates thunderstorm activity,6,CYCLONE,True,Thunderstorm confused with cyclone/storm due to similar features,CYCLONE,False
"Multiple climate events including wildfire affecting Jaipur, Rajasthan with severe impact.","Jaipur, Rajasthan",IMD Bulletin,2024-07-25T09:13:06Z,WILDFIRE,Indicates wildfire spreading,9,FLOODS,True,Wildfire grouped with heat-related events,FLOODS,False
"Wildfire spreading rapidly in Mysuru, Karnataka.","Mysuru, Karnataka",Local News,2023-03-09T23:20:02Z,WILDFIRE,Indicates wildfire spreading,8,WILDFIRE,False,Correctly clustered,WILDFIRE,True
"Thunderstorm with lightning strikes in Jaipur, Rajasthan.","Jaipur, Rajasthan",NDTV News,2023-01-22T03:18:37Z,THUNDERSTORM,Indicates thunderstorm activity,6,CYCLONE,True,Thunderstorm confused with cyclone/storm due to similar features,CYCLONE,False
"Landslides triggered due to rainfall in Katpadi, Vellore.","Katpadi, Vellore",Twitter,2024-06-02T00:56:42Z,LANDSLIDE,Indicates rainfall or water overflow event,3,LANDSLIDE,False,Correctly clustered,LANDSLIDE,True
"Cyclone causing strong winds and rain in Chennai, Tamil Nadu.","Chennai, Tamil Nadu",Local News,2023-12-11T10:20:09Z,CYCLONE,Indicates rainfall or water overflow event,6,CYCLONE,False,Correctly clustered,CYCLONE,True
"Heavy rainfall has caused flooding in Katpadi, Vellore.","Katpadi, Vellore",Local News,2023-10-23T22:37:54Z,FLOODS,Indicates rainfall or water overflow event,3,LANDSLIDE,True,Rain-related event grouped with other weather events due to semantic similarity,LANDSLIDE,False
"Severe drought affecting water supply in Mysuru, Karnataka.","Mysuru, Karnataka",District Collector Office,2023-03-14T12:14:36Z,DROUGHT,Indicates water scarcity,5,DROUGHT,False,Correctly clustered,DROUGHT,True
"Air quality dropped to hazardous levels in Guwahati, Assam.","Guwahati, Assam",District Collector Office,2025-11-02T05:52:18Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Heavy rainfall has caused flooding in Tirunelveli, Tamil Nadu.","Tirunelveli, Tamil Nadu",NDTV News,2023-06-18T07:27:00Z,FLOODS,Indicates rainfall or water overflow event,3,LANDSLIDE,True,Rain-related event grouped with other weather events due to semantic similarity,LANDSLIDE,False
"Thunderstorm with lightning strikes in Mysuru, Karnataka.","Mysuru, Karnataka",NDTV News,2025-06-14T01:02:44Z,THUNDERSTORM,Indicates thunderstorm activity,6,CYCLONE,True,Thunderstorm confused with cyclone/storm due to similar features,CYCLONE,False
"Air quality dropped to hazardous levels in Tirunelveli, Tamil Nadu.","Tirunelveli, Tamil Nadu",Twitter,2023-02-22T11:59:00Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Air quality dropped to hazardous levels in Delhi, NCR.","Delhi, NCR",District Collector Office,2023-04-06T03:49:17Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Cyclone causing strong winds and rain in Warangal, Telangana.","Warangal, Telangana",District Collector Office,2024-06-18T14:48:30Z,CYCLONE,Indicates rainfall or water overflow event,6,CYCLONE,False,Correctly clustered,CYCLONE,True
"Cold wave with very low temperatures in Visakhapatnam, Andhra Pradesh.","Visakhapatnam, Andhra Pradesh",NDTV News,2023-11-17T22:34:23Z,COLD_WAVE,Indicates cold wave conditions,2,COLD_WAVE,False,Correctly clustered,COLD_WAVE,True
"Air quality dropped to hazardous levels in Anantapur, Andhra Pradesh.","Anantapur, Andhra Pradesh",The Hindu,2024-09-15T17:11:13Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Wildfire spreading rapidly in Warangal, Telangana.","Warangal, Telangana",NDTV News,2025-07-30T05:26:24Z,WILDFIRE,Indicates wildfire spreading,8,WILDFIRE,False,Correctly clustered,WILDFIRE,True
"Landslides triggered due to rainfall in Warangal, Telangana.","Warangal, Telangana",IMD Bulletin,2025-04-18T00:16:57Z,LANDSLIDE,Indicates rainfall or water overflow event,3,LANDSLIDE,False,Correctly clustered,LANDSLIDE,True
"Air quality dropped to hazardous levels in Madurai, Tamil Nadu.","Madurai, Tamil Nadu",Local News,2023-10-14T14:16:48Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Multiple climate events including thunderstorm affecting Vijayawada, Andhra Pradesh with severe impact.","Vijayawada, Andhra Pradesh",IMD Bulletin,2023-03-07T00:18:37Z,THUNDERSTORM,Indicates thunderstorm activity,0,THUNDERSTORM,False,Correctly clustered,THUNDERSTORM,True
"Multiple climate events including heatwave affecting Madurai, Tamil Nadu with severe impact.","Madurai, Tamil Nadu",Weather Dept,2024-07-05T09:33:14Z,HEATWAVE,Indicates extreme heat conditions,9,FLOODS,True,Heatwave grouped with drought due to temperature relation,FLOODS,False
"Air quality dropped to hazardous levels in Coimbatore, Tamil Nadu.","Coimbatore, Tamil Nadu",NDTV News,2024-01-14T04:02:32Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Thunderstorm with lightning strikes in Visakhapatnam, Andhra Pradesh.","Visakhapatnam, Andhra Pradesh",District Collector Office,2025-10-26T06:36:11Z,THUNDERSTORM,Indicates thunderstorm activity,6,CYCLONE,True,Thunderstorm confused with cyclone/storm due to similar features,CYCLONE,False
"Wildfire spreading rapidly in Guwahati, Assam.","Guwahati, Assam",The Hindu,2024-03-28T00:45:56Z,WILDFIRE,Indicates wildfire spreading,8,WILDFIRE,False,Correctly clustered,WILDFIRE,True
"Hailstorm damaging crops and vehicles in Munnar, Kerala.","Munnar, Kerala",Twitter,2023-08-23T17:45:57Z,HAILSTORM,Mentions hailstorm with ice particles,1,HAILSTORM,False,Correctly clustered,HAILSTORM,True
"Extreme heatwave conditions observed in Pune, Maharashtra.","Pune, Maharashtra",Local News,2025-04-29T22:22:33Z,HEATWAVE,Indicates extreme heat conditions,2,COLD_WAVE,True,Heatwave grouped with drought due to temperature relation,COLD_WAVE,False
